layers,memory,seed,T,mode,family,cos,rel,norm,energy_share
1,0,2,2,trace,embedding,0.999999978252473,6.057252377041888e-08,0.9999999035633165,0.1645330659723628
1,0,2,2,trace,decoder,1.000000063690257,0.0,0.9999999999991104,0.5442485959194535
1,0,2,2,trace,decay,1.0000000536562226,1.387368209942965e-09,0.9999999999523305,0.0001895307883451389
1,0,2,2,trace,phase,0.9999999271808576,0.0,0.9999999999143028,5.864485567907371e-05
1,0,2,2,trace,write,0.9928814658663982,0.1201792927774944,1.0089096537355275,0.0006333201868190259
1,0,2,2,trace,phase_controller,0.9999999649251727,0.0,0.9999999999751853,0.0006994286492533487
1,0,2,2,trace,other,0.9999999943724904,0.0,0.9999999999987806,0.2896376227244131
1,0,2,2,trace,predictor,0.0,0.0,0.0,0.0
1,0,2,2,instant,embedding,0.9855322056872364,0.17599315098848328,0.9381288048439971,0.1645330659723628
1,0,2,2,instant,decoder,1.000000063690257,0.0,0.9999999999991104,0.5442485959194535
1,0,2,2,instant,decay,0.5146939642425991,0.9955495891095297,1.0206868364508221,0.0001895307883451389
1,0,2,2,instant,phase,0.9999999271808576,0.0,0.9999999999143028,5.864485567907371e-05
1,0,2,2,instant,write,0.8497074478420547,0.5394826294009524,0.9639198512698246,0.0006333201868190259
1,0,2,2,instant,phase_controller,0.9999999649251727,0.0,0.9999999999751853,0.0006994286492533487
1,0,2,2,instant,other,0.9999999943724904,0.0,0.9999999999987806,0.2896376227244131
1,0,2,2,instant,predictor,0.0,0.0,0.0,0.0
1,0,2,4,trace,embedding,0.9999999449450486,6.400117904578087e-08,0.9999999999971466,0.10577542826081993
1,0,2,4,trace,decoder,1.0000000567968073,2.873393962262203e-08,0.9999999999988373,0.6370651225591096
1,0,2,4,trace,decay,0.9999999948520105,1.247334844045633e-07,0.9999999998802312,6.0040766397979226e-05
1,0,2,4,trace,phase,1.0000000802102542,3.392558613128928e-10,0.9999999999766865,0.0015845942884820721
1,0,2,4,trace,write,0.9788264608185779,0.209513561303587,1.0235166864430036,0.00037405460206025985
1,0,2,4,trace,phase_controller,0.9999999210365719,5.2042682550646924e-08,0.9999998959140027,0.01765413291044158
1,0,2,4,trace,other,1.0000000945892995,4.990855302350057e-08,0.9999999999980957,0.2374879401372689
1,0,2,4,trace,predictor,0.0,0.0,0.0,0.0
1,0,2,4,instant,embedding,0.9867273334337489,0.1624613184295288,0.9817590603648969,0.10577542826081993
1,0,2,4,instant,decoder,1.0000000567968073,2.873393962262203e-08,0.9999999999988373,0.6370651225591096
1,0,2,4,instant,decay,0.5970618589171152,0.9922668184548473,1.1810794105042084,6.0040766397979226e-05
1,0,2,4,instant,phase,0.9715536618123953,0.2417646046715045,1.020202496534587,0.0015845942884820721
1,0,2,4,instant,write,0.947645545724084,0.9234497515350142,1.8141279409623208,0.00037405460206025985
1,0,2,4,instant,phase_controller,0.9714660995078074,0.2493254899372006,1.0483401218796093,0.01765413291044158
1,0,2,4,instant,other,1.0000000945892995,4.990855302350057e-08,0.9999999999980957,0.2374879401372689
1,0,2,4,instant,predictor,0.0,0.0,0.0,0.0
1,0,2,8,trace,embedding,1.0000000968710692,1.0432436768893305e-07,0.9999999999964005,0.10567798728119532
1,0,2,8,trace,decoder,0.9999999492115956,7.621429366875184e-08,0.999999901460355,0.50099259353522
