layers,memory,T,mode,seeds,cos_mean,rel_mean,norm_mean,cos_std,rel_std,norm_std
1,0,256,instant,1,0.8145209460052721,0.5801376191319692,0.8124433302054747,0.0,0.0,0.0
1,0,256,trace,1,0.9997013262758615,0.0244481154822115,0.9999381374552897,0.0,0.0,0.0
1,1,256,instant,1,0.7219179485881932,0.7680891201721429,0.3885616818166208,0.0,0.0,0.0
1,1,256,trace,1,0.9992614699481484,0.04801359588375637,0.9704820147045734,0.0,0.0,0.0
2,0,256,instant,1,0.5457219731117495,0.8404178041184258,0.4815785863343863,0.0,0.0,0.0
2,0,256,trace,1,0.7425657093734845,0.6756789947641912,0.6534256180601691,0.0,0.0,0.0
2,1,256,instant,1,0.3776817596727282,0.9267756833056274,0.33821815024259416,0.0,0.0,0.0
2,1,256,trace,1,0.922995751770894,0.4510244897836285,0.6877414487123296,0.0,0.0,0.0
4,0,256,instant,1,0.6785877224600959,0.7449020029171777,0.5546540689212373,0.0,0.0,0.0
4,0,256,trace,1,0.8018005801860465,0.5977178731546022,0.7895235625288467,0.0,0.0,0.0
4,1,256,instant,1,0.6584133585862582,0.7529364071379568,0.6789186907238489,0.0,0.0,0.0
4,1,256,trace,1,0.8980596148471198,0.4513168105152487,0.9990458306142381,0.0,0.0,0.0
