layers,memory,seed,T,mode,family,cos,rel,norm,energy_share
1,0,4,256,trace,embedding,1.000000058266793,2.3408537443778157e-07,1.0000000708125993,0.10164803718488188
1,0,4,256,trace,decoder,0.9999999858379128,2.6909448565302894e-07,0.9999999999973134,0.3180603573333187
1,0,4,256,trace,decay,0.9999999928491512,1.1539337018174386e-07,1.000000161601139,0.00030467941214572204
1,0,4,256,trace,phase,0.9999999924174687,4.092099425855176e-07,1.0000003505724029,0.03732896866288729
1,0,4,256,trace,write,0.8456723870256025,0.5370746421129969,0.7855809996800175,0.00038677691456878374
1,0,4,256,trace,phase_controller,0.9999999399090804,2.1610051909382223e-07,1.000000219345707,0.38142826454865786
1,0,4,256,trace,other,0.9999998914689981,2.873342900659389e-07,0.999999999996222,0.16084257574569918
1,0,4,256,trace,predictor,0.0,0.0,0.0,0.0
1,0,4,256,instant,embedding,0.6638119931650233,0.7504757686709868,0.7259408846454939,0.10164803718488188
1,0,4,256,instant,decoder,0.9999999858379128,2.6909448565302894e-07,0.9999999999973134,0.3180603573333187
1,0,4,256,instant,decay,0.8095093934703856,0.7073664865226202,1.2040634443046592,0.00030467941214572204
1,0,4,256,instant,phase,0.6511678569872564,0.8562558473796273,0.2546914356264446,0.03732896866288729
1,0,4,256,instant,write,0.4431158346196984,1.0749318921479032,1.0362685351065928,0.00038677691456878374
1,0,4,256,instant,phase_controller,0.6563396753277769,0.8528687120081773,0.2586377111978275,0.38142826454865786
1,0,4,256,instant,other,0.9999998914689981,2.873342900659389e-07,0.999999999996222,0.16084257574569918
1,0,4,256,instant,predictor,0.0,0.0,0.0,0.0
1,1,4,256,trace,embedding,0.9889349025924374,0.14929411962073735,0.9721701300757842,0.05389978821061862
1,1,4,256,trace,decoder,0.9999999261506639,3.3469166209298546e-07,0.9999999999974005,0.19293014514558654
1,1,4,256,trace,decay,0.9981543887996744,0.06198990543913251,0.985706137278191,0.0007431273484865791
1,1,4,256,trace,phase,0.9941760930385807,0.12823832088924084,1.063682679913813,0.06270508007551591
1,1,4,256,trace,write,0.924106959438087,0.4012932670088167,1.046620634009326,0.0007789119047417077
1,1,4,256,trace,phase_controller,0.9942047060843637,0.12827083154988855,1.0641792322319619,0.6233570494120391
1,1,4,256,trace,other,0.9737258227644983,0.22839387796516358,0.9912022554411629,0.06558643218026597
1,1,4,256,trace,predictor,0.0,0.0,0.0,0.0
1,1,4,256,instant,embedding,0.7656152415533882,0.6433269117609276,0.771629557409204,0.05389978821061862
1,1,4,256,instant,decoder,0.9999999261506639,3.3469166209298546e-07,0.9999999999974005,0.19293014514558654
1,1,4,256,instant,decay,0.9842697422559418,0.4017252372916586,0.6234789760286051,0.0007431273484865791
1,1,4,256,instant,phase,0.9956262306163789,0.7767355246726941,0.22452976477485886,0.06270508007551591
1,1,4,256,instant,write,-0.4900802320267896,1.2717430565725063,0.4359376357214784,0.0007789119047417077
1,1,4,256,instant,phase_controller,0.980995003915554,0.7805951909612657,0.22489974742551036,0.6233570494120391
1,1,4,256,instant,other,0.9737258227644983,0.22839387796516358,0.9912022554411629,0.06558643218026597
1,1,4,256,instant,predictor,0.0,0.0,0.0,0.0
2,0,4,256,trace,embedding,0.8765851251029138,0.4883981541008847,0.7933136077536276,0.04984813807950241
2,0,4,256,trace,decoder,1.0000001338110478,3.5038416990299215e-07,1.0000000696899298,0.1086889945335757
2,0,4,256,trace,decay,0.4617014289143666,1.2518812067084415,1.3450896409894912,0.00011159664632481263
2,0,4,256,trace,phase,0.9982530823586478,0.30451807743168,0.6995215061570158,0.06535490077017096
2,0,4,256,trace,write,0.58131426583946,0.9302268068469015,1.0321444511877582,0.0016853434907520553
2,0,4,256,trace,phase_controller,0.9978981551003829,0.30415327828371835,0.7007282424121146,0.6541279398596446
2,0,4,256,trace,other,0.9406983824301716,0.35271942903506776,0.8441346134900517,0.12018316116179568
2,0,4,256,trace,predictor,0.0,0.0,0.0,0.0
