layers,memory,T,mode,seeds,cos_mean,rel_mean,norm_mean,cos_std,rel_std,norm_std
1,0,256,instant,1,0.7999466193354067,0.6022149117034512,0.7491755572805986,0.0,0.0,0.0
1,0,256,trace,1,0.999944263962419,0.010562456175711337,0.9999261241509109,0.0,0.0,0.0
1,1,256,instant,1,0.7721422710168628,0.666909926256397,0.569725927678634,0.0,0.0,0.0
1,1,256,trace,1,0.9931733789495175,0.12664285295232539,1.0424814547161152,0.0,0.0,0.0
2,0,256,instant,1,0.641149157022638,0.7799011014303997,0.5021587477806905,0.0,0.0,0.0
2,0,256,trace,1,0.9747592112507942,0.30830034340140067,0.7621457248948593,0.0,0.0,0.0
2,1,256,instant,1,0.712464682174029,0.7070532247271897,0.6256855599760149,0.0,0.0,0.0
2,1,256,trace,1,0.9550842267049569,0.36551212143070494,1.169057799752222,0.0,0.0,0.0
4,0,256,instant,1,0.6126342200088855,0.7959213664577751,0.518761981210961,0.0,0.0,0.0
4,0,256,trace,1,0.8895513793928689,0.4591327593608886,0.8436763332692618,0.0,0.0,0.0
4,1,256,instant,1,0.6595463023794892,0.809864831599823,0.3580801820477655,0.0,0.0,0.0
4,1,256,trace,1,0.9370087711762342,0.35161332319508615,0.8967984070802026,0.0,0.0,0.0
