layers,memory,seed,T,mode,family,cos,rel,norm,energy_share
1,0,3,2,trace,embedding,1.000000078889393,6.011236477345241e-08,0.9999999999982799,0.16655118136420033
1,0,3,2,trace,decoder,1.00000004869346,0.0,0.9999999999990872,0.5915975460585994
1,0,3,2,trace,decay,1.000000034328546,6.033170965494981e-08,1.000000060269898,0.0004701812495798169
1,0,3,2,trace,phase,1.0000000243954612,0.0,0.9999999999752364,0.0008036060630430703
1,0,3,2,trace,write,0.872274469258681,0.48911606289728166,0.8624084327197423,0.0012538388470569165
1,0,3,2,trace,phase_controller,0.9999999739914756,0.0,0.9999999999923889,0.008507000974913725
1,0,3,2,trace,other,1.000000033650115,0.0,0.9999999999985388,0.23081711378696504
1,0,3,2,trace,predictor,0.0,0.0,0.0,0.0
1,0,3,2,instant,embedding,0.9661592692866094,0.2925834377917656,0.8280701443190273,0.16655118136420033
1,0,3,2,instant,decoder,1.00000004869346,0.0,0.9999999999990872,0.5915975460585994
1,0,3,2,instant,decay,0.9950120197488874,0.15989471644841308,0.8700511356957852,0.0004701812495798169
1,0,3,2,instant,phase,1.0000000243954612,0.0,0.9999999999752364,0.0008036060630430703
1,0,3,2,instant,write,0.9719871440201701,0.2949550238664296,0.7937811475507326,0.0012538388470569165
1,0,3,2,instant,phase_controller,0.9999999739914756,0.0,0.9999999999923889,0.008507000974913725
1,0,3,2,instant,other,1.000000033650115,0.0,0.9999999999985388,0.23081711378696504
1,0,3,2,instant,predictor,0.0,0.0,0.0,0.0
1,0,3,4,trace,embedding,0.9999999522170282,6.795348180462868e-08,0.9999999999971431,0.11648472718344643
1,0,3,4,trace,decoder,1.0000000447944883,5.6145556048083714e-08,1.000000069369887,0.70191043356057
1,0,3,4,trace,decay,0.9999999076144368,1.8249531040387437e-07,0.999999999877595,6.345708196259032e-05
1,0,3,4,trace,phase,0.9999999085671166,6.961579977070247e-08,0.9999999999735754,0.001361628541382162
1,0,3,4,trace,write,0.7603032420601619,0.6753623091334223,0.5754375483124251,0.0003526125739302888
1,0,3,4,trace,phase_controller,0.9999999798273667,1.5191407825495885e-08,0.9999999999919071,0.014517174583289327
1,0,3,4,trace,other,1.0000000555777178,6.568002671255606e-08,0.9999999999976018,0.16531117506167295
1,0,3,4,trace,predictor,0.0,0.0,0.0,0.0
1,0,3,4,instant,embedding,0.9617121760701305,0.27469060118733324,0.9431319904887514,0.11648472718344643
1,0,3,4,instant,decoder,1.0000000447944883,5.6145556048083714e-08,1.000000069369887,0.70191043356057
1,0,3,4,instant,decay,0.8313813506440021,1.6456286250930534,2.380345018419206,6.345708196259032e-05
1,0,3,4,instant,phase,0.866066406264177,0.6440441977859277,1.272100821011668,0.001361628541382162
1,0,3,4,instant,write,0.5146391216391475,0.9643458780783255,0.9560194675425266,0.0003526125739302888
1,0,3,4,instant,phase_controller,0.850813468908948,0.6505092836403537,1.2342792801818776,0.014517174583289327
1,0,3,4,instant,other,1.0000000555777178,6.568002671255606e-08,0.9999999999976018,0.16531117506167295
1,0,3,4,instant,predictor,0.0,0.0,0.0,0.0
1,0,3,8,trace,embedding,1.0000000568328495,5.860026274266678e-08,1.000000097964959,0.09360306739294595
1,0,3,8,trace,decoder,1.0000000083970486,6.199032110820309e-08,0.9999999999983,0.35001195662123785
1,0,3,8,trace,decay,0.9999995852546201,1.2923694791947698e-06,0.9999993584299026,2.1360169954377376e-06
1,0,3,8,trace,phase,0.9999999404218941,7.71713688868952e-08,0.9999999251299052,0.040072116368327075
1,0,3,8,trace,write,0.5958459392189259,0.9144471642354542,1.0331630539806338,0.0004973821958945822
1,0,3,8,trace,phase_controller,1.0000000338400135,9.549374743427558e-08,0.999999904721397,0.3958626712632103
1,0,3,8,trace,other,0.9999999683979519,8.267087641274953e-08,0.9999999999970962,0.11995158356990995
1,0,3,8,trace,predictor,0.0,0.0,0.0,0.0
1,0,3,8,instant,embedding,0.9405746289566786,0.34550992912961453,0.8768757612716217,0.09360306739294595
1,0,3,8,instant,decoder,1.0000000083970486,6.199032110820309e-08,0.9999999999983,0.35001195662123785
1,0,3,8,instant,decay,-0.30459717879790615,9.2506131975009,8.896850203261852,2.1360169954377376e-06
1,0,3,8,instant,phase,0.9998257113440682,0.7398908197718013,0.26017036370219004,0.040072116368327075
1,0,3,8,instant,write,0.6368547775050858,0.7712077617179967,0.6554451746873252,0.0004973821958945822
1,0,3,8,instant,phase_controller,0.9967467359305044,0.7397211832782369,0.2614294532848857,0.3958626712632103
1,0,3,8,instant,other,0.9999999683979519,8.267087641274953e-08,0.9999999999970962,0.11995158356990995
1,0,3,8,instant,predictor,0.0,0.0,0.0,0.0
1,0,3,16,trace,embedding,1.0000000674340561,9.440737317938154e-08,0.9999999231473661,0.10392991890033494
1,0,3,16,trace,decoder,0.9999998724509285,8.661459671533492e-08,0.9999999999976135,0.4852912488419597
1,0,3,16,trace,decay,0.9999999360055946,6.050484605460028e-08,0.9999999999350656,0.0006555563960866879
1,0,3,16,trace,phase,0.9999999157958291,1.5340080488262685e-07,1.0000000766854273,0.026085402895451994
1,0,3,16,trace,write,0.0076133406948761225,1.9390370158261447,1.6689148776529819,0.00017168001654399332
1,0,3,16,trace,phase_controller,0.9999999748766392,1.945544526810692e-07,0.9999998069593878,0.26353420714919285
1,0,3,16,trace,other,1.0000000449481297,1.276933201140843e-07,0.9999999285771801,0.12033282583303723
1,0,3,16,trace,predictor,0.0,0.0,0.0,0.0
1,0,3,16,instant,embedding,0.9329720245592255,0.3608574994934432,0.9585586149084314,0.10392991890033494
1,0,3,16,instant,decoder,0.9999998724509285,8.661459671533492e-08,0.9999999999976135,0.4852912488419597
1,0,3,16,instant,decay,0.9364322491277339,0.3513303199690394,0.9180332775642774,0.0006555563960866879
1,0,3,16,instant,phase,0.9718538824917878,0.6325186253576689,0.38484467236994047,0.026085402895451994
1,0,3,16,instant,write,-0.24007387783380132,1.7484308626750384,1.214108259759075,0.00017168001654399332
1,0,3,16,instant,phase_controller,0.9400861723450564,0.6347535511134687,0.40466663507157263,0.26353420714919285
1,0,3,16,instant,other,1.0000000449481297,1.276933201140843e-07,0.9999999285771801,0.12033282583303723
1,0,3,16,instant,predictor,0.0,0.0,0.0,0.0
1,0,3,32,trace,embedding,0.9999999778271763,1.1529751316179933e-07,1.0000000814943621,0.1362704056877031
1,0,3,32,trace,decoder,1.0000000388944856,1.0511283259918227e-07,1.0000000748597453,0.6460247076069816
1,0,3,32,trace,decay,0.9999999476844554,2.511932847291535e-07,1.0000002489701432,0.00022791557996672444
1,0,3,32,trace,phase,1.000000107879263,2.0752519015530312e-07,1.0000000825504063,0.008297043533245993
1,0,3,32,trace,write,0.1560278428850697,1.6342430281544218,1.457986067026897,0.0004576822969083875
1,0,3,32,trace,phase_controller,0.9999999965409587,2.3586552908525092e-07,0.99999979288991,0.08441149523795713
1,0,3,32,trace,other,1.000000036899991,1.3518288976869888e-07,0.9999999146646465,0.12431263631523802
1,0,3,32,trace,predictor,0.0,0.0,0.0,0.0
1,0,3,32,instant,embedding,0.9308451706013763,0.368030664146635,0.9746571383530214,0.1362704056877031
1,0,3,32,instant,decoder,1.0000000388944856,1.0511283259918227e-07,1.0000000748597453,0.6460247076069816
1,0,3,32,instant,decay,0.7413452914727446,1.0250427242921207,1.5161391287980472,0.00022791557996672444
1,0,3,32,instant,phase,0.9726741048149986,0.630165378809586,0.3868387082624476,0.008297043533245993
1,0,3,32,instant,write,-0.29349920906176796,1.4146485499796995,0.7492721560557977,0.0004576822969083875
1,0,3,32,instant,phase_controller,0.831442655581467,0.666429067583893,0.4634417393980691,0.08441149523795713
1,0,3,32,instant,other,1.000000036899991,1.3518288976869888e-07,0.9999999146646465,0.12431263631523802
1,0,3,32,instant,predictor,0.0,0.0,0.0,0.0
1,0,3,64,trace,embedding,0.999999999860594,1.418938517494694e-07,0.9999999999942565,0.14415948197908937
1,0,3,64,trace,decoder,1.000000042416054,1.4962810280377002e-07,0.9999999999974083,0.7079143998498566
1,0,3,64,trace,decay,1.0000000414316663,2.1374524286500542e-07,1.0000001030390042,0.0003876594056760568
1,0,3,64,trace,phase,1.0000000258918134,3.1350088734066107e-07,0.9999997414634557,0.0022222904530718565
1,0,3,64,trace,write,0.34641808842051863,1.4386678496017926,1.437184238879845,0.000586544150291113
1,0,3,64,trace,phase_controller,1.0000000070996882,3.0202547846462644e-07,0.9999998926202869,0.022900177113450087
1,0,3,64,trace,other,1.0000000572288574,1.974080817493134e-07,1.0000000930901516,0.12183188691763383
1,0,3,64,trace,predictor,0.0,0.0,0.0,0.0
1,0,3,64,instant,embedding,0.9384303611975959,0.3462590961693412,0.9618256710209829,0.14415948197908937
1,0,3,64,instant,decoder,1.000000042416054,1.4962810280377002e-07,0.9999999999974083,0.7079143998498566
1,0,3,64,instant,decay,0.5670872248509881,0.9393839400146332,1.0187840870148777,0.0003876594056760568
1,0,3,64,instant,phase,0.8373034599174743,0.5581483806359366,0.7250237207583516,0.0022222904530718565
1,0,3,64,instant,write,0.06418444693304692,1.1885928179323821,0.7098412312826695,0.000586544150291113
1,0,3,64,instant,phase_controller,0.6971756998324429,0.732588944627169,0.8479762069777769,0.022900177113450087
1,0,3,64,instant,other,1.0000000572288574,1.974080817493134e-07,1.0000000930901516,0.12183188691763383
1,0,3,64,instant,predictor,0.0,0.0,0.0,0.0
1,0,3,128,trace,embedding,0.9999999917675112,1.7821872739208287e-07,0.9999999999942898,0.14363354073087697
1,0,3,128,trace,decoder,1.0000000439174173,2.069829169667518e-07,1.0000000774514495,0.693378814629077
1,0,3,128,trace,decay,0.999999963439893,3.402727611349156e-07,1.0000002474872909,0.0005964645335277334
1,0,3,128,trace,phase,1.000000024292313,2.2494180553645298e-07,0.9999998155693529,0.004300813416216593
1,0,3,128,trace,write,0.33508565887871444,1.436257221838586,1.4191138420911082,0.0006478848329877378
1,0,3,128,trace,phase_controller,1.0000001283617117,3.5195774425238496e-07,0.9999999999896763,0.04394292262963862
1,0,3,128,trace,other,0.9999999774890486,2.62195757046606e-07,1.000000095712802,0.11350120366809498
1,0,3,128,trace,predictor,0.0,0.0,0.0,0.0
1,0,3,128,instant,embedding,0.9285756150634605,0.3726163805951825,0.961679914817397,0.14363354073087697
1,0,3,128,instant,decoder,1.0000000439174173,2.069829169667518e-07,1.0000000774514495,0.693378814629077
1,0,3,128,instant,decay,0.5169501375528958,0.9247880914511559,0.8669080640974971,0.0005964645335277334
1,0,3,128,instant,phase,0.96222076908898,0.4606925373136427,0.5905939497215797,0.004300813416216593
1,0,3,128,instant,write,0.015814240454045822,1.2102901135757982,0.6977617810455355,0.0006478848329877378
1,0,3,128,instant,phase_controller,0.8160933956548276,0.5948143477772403,0.6753362389091256,0.04394292262963862
1,0,3,128,instant,other,0.9999999774890486,2.62195757046606e-07,1.000000095712802,0.11350120366809498
1,0,3,128,instant,predictor,0.0,0.0,0.0,0.0
1,1,3,2,trace,embedding,0.9999479203591414,0.011523135970918646,1.0052939023925058,0.09949531181547337
1,1,3,2,trace,decoder,1.0000000179565613,0.0,0.9999999999992348,0.7113494994394941
1,1,3,2,trace,decay,0.9999961198865582,0.006639103651980087,1.006008453455319,0.00019719185616095294
1,1,3,2,trace,phase,0.9999999330602595,0.0,0.9999999999857685,0.0020559224721954637
1,1,3,2,trace,write,0.2911026160420733,1.5377683245326945,1.4950428795540092,0.0024136770594929205
1,1,3,2,trace,phase_controller,0.9999999489145487,0.0,0.9999999999954785,0.020367926694715568
1,1,3,2,trace,other,0.9999613192365421,0.00985285342301342,1.0043848168828076,0.16412087971773517
1,1,3,2,trace,predictor,0.0,0.0,0.0,0.0
1,1,3,2,instant,embedding,0.940979924372536,0.3458575492683546,1.012119500953845,0.09949531181547337
1,1,3,2,instant,decoder,1.0000000179565613,0.0,0.9999999999992348,0.7113494994394941
1,1,3,2,instant,decay,-0.4298420870263619,2.6936236507816327,2.1079469110506404,0.00019719185616095294
1,1,3,2,instant,phase,0.9999999330602595,0.0,0.9999999999857685,0.0020559224721954637
1,1,3,2,instant,write,-0.27499304270477015,1.2939920645585117,0.5910535403766386,0.0024136770594929205
1,1,3,2,instant,phase_controller,0.9999999489145487,0.0,0.9999999999954785,0.020367926694715568
1,1,3,2,instant,other,0.9999613192365421,0.00985285342301342,1.0043848168828076,0.16412087971773517
1,1,3,2,instant,predictor,0.0,0.0,0.0,0.0
1,1,3,4,trace,embedding,0.9998933879828219,0.015507341539281065,1.0051000198669577,0.06974499746669584
1,1,3,4,trace,decoder,0.9999999732122397,5.05054996284532e-08,0.9999999999988671,0.7261504132192474
1,1,3,4,trace,decay,0.9999978925530288,0.003721884668480781,1.0031133765074294,0.0001712408784554922
1,1,3,4,trace,phase,0.9999984335107249,0.009971527666670105,0.9901831881531614,0.004378510198926241
1,1,3,4,trace,write,0.08900443100000476,1.9455846238925154,1.760297776353702,0.0009751898783657388
1,1,3,4,trace,phase_controller,0.9999964810877932,0.00974381243703774,0.9906259220692356,0.0456186070303082
1,1,3,4,trace,other,0.9999290499948311,0.011954989464447086,1.000972413654163,0.15296140004149222
1,1,3,4,trace,predictor,0.0,0.0,0.0,0.0
1,1,3,4,instant,embedding,0.9475318521880213,0.3305168837172494,1.0315440831670244,0.06974499746669584
1,1,3,4,instant,decoder,0.9999999732122397,5.05054996284532e-08,0.9999999999988671,0.7261504132192474
1,1,3,4,instant,decay,0.1761688398784419,1.9052072845079506,1.8073801348682814,0.0001712408784554922
1,1,3,4,instant,phase,0.7757788917946472,0.7231635258372098,0.42251071486574115,0.004378510198926241
1,1,3,4,instant,write,0.11271184073612538,1.2850802701024342,0.9276567387615795,0.0009751898783657388
1,1,3,4,instant,phase_controller,0.774063592384679,0.7039127479224662,0.46638292249059404,0.0456186070303082
1,1,3,4,instant,other,0.9999290499948311,0.011954989464447086,1.000972413654163,0.15296140004149222
1,1,3,4,instant,predictor,0.0,0.0,0.0,0.0
1,1,3,8,trace,embedding,0.999603254213266,0.028891563810058307,1.0060449434566376,0.08228255674848275
1,1,3,8,trace,decoder,0.99999990855524,7.802902084755955e-08,1.0000000930051447,0.7531193097902231
1,1,3,8,trace,decay,0.9985796716134234,0.1258732899854945,1.1126222457179016,7.172612244049044e-05
1,1,3,8,trace,phase,0.999962422085724,0.01652189390028748,1.0140275848602083,0.0052828274487198585
1,1,3,8,trace,write,0.011955866813957232,1.6924024391496166,1.3773749879601669,0.0006842726357528924
1,1,3,8,trace,phase_controller,0.9999479049218878,0.017245135420218497,1.0138519740724798,0.0525016908304461
1,1,3,8,trace,other,0.9992903217390388,0.040414165989476114,1.0139293560222178,0.10605752563612231
1,1,3,8,trace,predictor,0.0,0.0,0.0,0.0
1,1,3,8,instant,embedding,0.9498721389338851,0.3151057180987261,0.9892283051003328,0.08228255674848275
1,1,3,8,instant,decoder,0.99999990855524,7.802902084755955e-08,1.0000000930051447,0.7531193097902231
1,1,3,8,instant,decay,0.30762725301148763,2.343995254121607,2.4498103946407936,7.172612244049044e-05
1,1,3,8,instant,phase,0.953881732207946,0.5727254252723525,0.4661269266925328,0.0052828274487198585
1,1,3,8,instant,write,-0.04847848310603084,1.3088962849098826,0.7974292029042174,0.0006842726357528924
1,1,3,8,instant,phase_controller,0.8939820686666107,0.6028167430133187,0.49075514983881746,0.0525016908304461
1,1,3,8,instant,other,0.9992903217390388,0.040414165989476114,1.0139293560222178,0.10605752563612231
1,1,3,8,instant,predictor,0.0,0.0,0.0,0.0
1,1,3,16,trace,embedding,0.9993712344829903,0.03654870358767471,1.008224805129077,0.05985416713047616
1,1,3,16,trace,decoder,1.0000000203688277,1.044885274645952e-07,0.9999999999976953,0.45770368413755896
1,1,3,16,trace,decay,0.9967236095844814,0.0827285101083919,1.0141049960715094,0.00024385190514845782
1,1,3,16,trace,phase,0.9998624265528233,0.017676735988066693,1.0059667031975732,0.02903792728405456
1,1,3,16,trace,write,0.6343332374033634,1.8382192938798185,2.302094629291405,0.0006726979729491728
1,1,3,16,trace,phase_controller,0.9998571612806355,0.018026743865022666,1.0061251947960745,0.28867524574128833
1,1,3,16,trace,other,0.9995711378345264,0.03504478588974498,1.0188121002435373,0.1638124449171933
1,1,3,16,trace,predictor,0.0,0.0,0.0,0.0
1,1,3,16,instant,embedding,0.928412047591895,0.37622431374558774,0.9875191939282327,0.05985416713047616
1,1,3,16,instant,decoder,1.0000000203688277,1.044885274645952e-07,0.9999999999976953,0.45770368413755896
1,1,3,16,instant,decay,-0.9168949806495252,1.9231329133163155,0.9643642256219581,0.00024385190514845782
1,1,3,16,instant,phase,0.9470505917597803,0.764168815172332,0.25361075911185105,0.02903792728405456
1,1,3,16,instant,write,0.18372529325226242,1.0131814107131958,0.4292689390067384,0.0006726979729491728
1,1,3,16,instant,phase_controller,0.8339576647253744,0.7663741431114012,0.3021543224912909,0.28867524574128833
1,1,3,16,instant,other,0.9995711378345264,0.03504478588974498,1.0188121002435373,0.1638124449171933
1,1,3,16,instant,predictor,0.0,0.0,0.0,0.0
1,1,3,32,trace,embedding,0.9990354849442387,0.043924930287367214,0.9977419630277999,0.0628660617697824
1,1,3,32,trace,decoder,0.9999999378890836,9.980263063729551e-08,0.9999999999975422,0.4306034565364172
1,1,3,32,trace,decay,0.9974663687644014,0.10837283749793955,1.0792219939386125,0.00012020974220858272
1,1,3,32,trace,phase,0.9993097776845645,0.06055199391287393,0.9514912400119738,0.03140215309303577
1,1,3,32,trace,write,0.6396713892490818,1.859270993176208,2.3326180122945894,0.0007348593457177789
1,1,3,32,trace,phase_controller,0.9992998451337799,0.06032380659588327,0.9519804658577888,0.3123789463559249
1,1,3,32,trace,other,0.9989614199031722,0.04574552590511094,1.003041097187386,0.16189564333922787
1,1,3,32,trace,predictor,0.0,0.0,0.0,0.0
1,1,3,32,instant,embedding,0.9463323227845186,0.3243406454397166,0.9735530643417042,0.0628660617697824
1,1,3,32,instant,decoder,0.9999999378890836,9.980263063729551e-08,0.9999999999975422,0.4306034565364172
