layers,memory,T,mode,seeds,cos_mean,rel_mean,norm_mean,cos_std,rel_std,norm_std
1,0,2,instant,1,0.9995442594687979,0.030193659955989532,0.9999410879452075,0.0,0.0,0.0
1,0,2,trace,1,0.9999981016939401,0.001955948116698849,1.000031451434481,0.0,0.0,0.0
1,0,4,instant,1,0.9922011617397203,0.12465145486932415,0.9910682639813715,0.0,0.0,0.0
1,0,4,trace,1,0.9999647887570453,0.008385958158619627,0.9998607490730622,0.0,0.0,0.0
1,0,8,instant,1,0.9762622009927185,0.21660399188519683,0.9785993373256316,0.0,0.0,0.0
1,0,8,trace,1,0.9998303564629141,0.018426626268552838,1.0003937781993975,0.0,0.0,0.0
1,0,16,instant,1,0.7384411644584404,0.6872438890015385,0.6057767942895848,0.0,0.0,0.0
1,0,16,trace,1,0.9999530838094313,0.009686862830689733,0.9998822175652249,0.0,0.0,0.0
1,0,32,instant,1,0.698852448571275,0.7299773907876191,0.5530371590950156,0.0,0.0,0.0
1,0,32,trace,1,0.9997715851621389,0.021370503721561462,0.9995845215224125,0.0,0.0,0.0
1,0,64,instant,1,0.616628430133199,0.7874240032385781,0.6329633522910232,0.0,0.0,0.0
1,0,64,trace,1,0.9992894588955097,0.03769077234771567,0.9990987535511919,0.0,0.0,0.0
1,0,128,instant,1,0.6320526687147744,0.7766326290666594,0.5805881020375431,0.0,0.0,0.0
1,0,128,trace,1,0.9994349593878004,0.033613679343983065,0.9992833321851189,0.0,0.0,0.0
1,1,2,instant,1,0.9895940360777565,0.144004808321951,0.9838335766077017,0.0,0.0,0.0
1,1,2,trace,1,0.9999029653812399,0.01395725855915158,0.9999196283900337,0.0,0.0,0.0
1,1,4,instant,1,0.9846359185666749,0.17643410705819457,0.9594001948895353,0.0,0.0,0.0
1,1,4,trace,1,0.9991141004878001,0.04208979210536884,0.9996200600733248,0.0,0.0,0.0
1,1,8,instant,1,0.9162279511370549,0.4142949505421297,0.8108065796894007,0.0,0.0,0.0
1,1,8,trace,1,0.9995219089734074,0.030975988630456287,1.0012272781043485,0.0,0.0,0.0
1,1,16,instant,1,0.7444323870751417,0.7389205666766319,0.42791445263000677,0.0,0.0,0.0
1,1,16,trace,1,0.9997228849839056,0.025051050822483534,0.991139954810441,0.0,0.0,0.0
1,1,32,instant,1,0.8004056619843135,0.6289145857041628,0.610187466421108,0.0,0.0,0.0
1,1,32,trace,1,0.9994316671337118,0.03379492824858694,1.0017515213493142,0.0,0.0,0.0
1,1,64,instant,1,0.7837513782564705,0.6430025957482837,0.6172628023208133,0.0,0.0,0.0
1,1,64,trace,1,0.9989638515607133,0.04758711664122402,0.9850534969775516,0.0,0.0,0.0
1,1,128,instant,1,0.7622645829364639,0.6681320863017673,0.5965918661803522,0.0,0.0,0.0
1,1,128,trace,1,0.9982879947745077,0.07219354024419068,0.9559754209911423,0.0,0.0,0.0
2,0,2,instant,1,0.9984054871385438,0.05781765118010531,0.9859223078045646,0.0,0.0,0.0
2,0,2,trace,1,0.9988351640316946,0.04960443867073845,0.9873459934314581,0.0,0.0,0.0
2,0,4,instant,1,0.968397946926068,0.2547710082839623,0.9164259393755089,0.0,0.0,0.0
2,0,4,trace,1,0.9576197539098248,0.2883626665456623,0.9439335332632219,0.0,0.0,0.0
2,0,8,instant,1,0.8490098320230396,0.5568683601702367,0.6731694795605814,0.0,0.0,0.0
2,0,8,trace,1,0.9506519189571061,0.3102615338614521,0.9517878906578677,0.0,0.0,0.0
2,0,16,instant,1,0.7625981940231911,0.6471075368086534,0.7800312294007474,0.0,0.0,0.0
2,0,16,trace,1,0.8393804359704812,0.5744369471899141,1.0252222274161455,0.0,0.0,0.0
2,0,32,instant,1,0.6531495782815758,0.7586884543880517,0.7001896646113434,0.0,0.0,0.0
2,0,32,trace,1,0.814142333032211,0.6105293494866652,1.002754359876983,0.0,0.0,0.0
2,0,64,instant,1,0.7223960133662989,0.693554019457068,0.6687964298256255,0.0,0.0,0.0
2,0,64,trace,1,0.901234247481136,0.4407883693448836,0.9819641202882262,0.0,0.0,0.0
2,0,128,instant,1,0.6736689714505137,0.7393003832701394,0.6537908952885183,0.0,0.0,0.0
2,0,128,trace,1,0.8732879633338569,0.4954751765405243,0.9634412153107154,0.0,0.0,0.0
2,1,2,instant,1,0.9805321579178602,0.19958382753266962,1.0162510231118913,0.0,0.0,0.0
2,1,2,trace,1,0.9850934978316477,0.1738144279406914,1.00997830213367,0.0,0.0,0.0
2,1,4,instant,1,0.9203617745466646,0.39472778210351867,0.9739870223329289,0.0,0.0,0.0
2,1,4,trace,1,0.955861809483808,0.29557999452829636,0.9881005284254647,0.0,0.0,0.0
2,1,8,instant,1,0.8630466756470927,0.5096146667307256,0.7955413764684646,0.0,0.0,0.0
2,1,8,trace,1,0.9589561712512281,0.29204278983417925,0.8890539715805426,0.0,0.0,0.0
2,1,16,instant,1,0.8853465446178282,0.4783370769260053,0.772895735414128,0.0,0.0,0.0
2,1,16,trace,1,0.9658036877304208,0.2630952644038866,0.9211295246422563,0.0,0.0,0.0
2,1,32,instant,1,0.7845931688602951,0.6208602978500585,0.817042317605582,0.0,0.0,0.0
